id,marca,modelo,edad,kilometraje_km,combustible,transmision,potencia_cv,consumo_l_100km,num_duenos,estado,region,puertas,color,carroceria,precio_eur
935,Audi,Q3,15,227640,Gasolina,Manual,109,6.9,5,Bueno,Galicia,5,Blanco,SUV,3600
936,Audi,A3,9,138515,Diésel,Manual,127,5.1,2,Bueno,Murcia,5,Gris,Monovolumen,5527
937,Hyundai,i30,20,303948,Eléctrico,Manual,126,5.3,3,Excelente,Andalucía,5,Azul,SUV,2668
938,Renault,Megane,18,274579,Gasolina,Manual,108,6.1,5,Excelente,Castilla-La Mancha,5,Blanco,SUV,1500
939,Kia,Ceed,8,116075,Eléctrico,Automático,76,5.0,3,Excelente,Navarra,5,Azul,Compacto,7083
940,Peugeot,3008,9,142652,Diésel,Automático,95,5.7,1,Bueno,Andalucía,5,Negro,Monovolumen,2556
941,Nissan,Micra,15,221482,Gasolina,Automático,115,7.2,4,Bueno,Cantabria,5,Negro,Monovolumen,2446
942,Audi,A1,4,47947,Diésel,Manual,84,5.6,1,Bueno,País Vasco,3,Plata,Berlina,8458
943,Dacia,Sandero,1,11953,Gasolina,Manual,98,7.1,1,Aceptable,Extremadura,5,Gris,Familiar,9192
944,Hyundai,Tucson,13,188202,Gasolina,Automático,117,7.6,1,Bueno,La Rioja,5,Plata,SUV,2643
945,Renault,Clio,13,178430,Híbrido,Manual,104,7.8,4,Excelente,Navarra,5,Azul,Compacto,2530
946,SEAT,Ateca,4,65545,Híbrido,Manual,79,4.8,2,Bueno,Andalucía,5,Rojo,Familiar,8813
947,Toyota,C-HR,20,311257,Diésel,Automático,124,5.8,6,Excelente,Canarias,5,Blanco,SUV,2619
948,Citroen,C3,4,46043,Híbrido,Manual,106,4.6,5,Bueno,Canarias,5,Blanco,SUV,7358
949,Hyundai,i30,8,109850,Gasolina,Automático,174,6.9,3,Aceptable,Castilla-La Mancha,5,Blanco,SUV,4686
950,Mercedes,Clase C,5,79545,Gasolina,Manual,112,8.2,2,Bueno,Navarra,5,Plata,Monovolumen,8491
951,Volkswagen,Passat,1,16163,Híbrido,Manual,62,6.9,1,Bueno,La Rioja,5,Blanco,Compacto,23152
952,SEAT,Arona,15,222214,Gasolina,Manual,128,6.9,3,Bueno,Valencia,5,Negro,Familiar,2929
953,Hyundai,i20,5,75156,Gasolina,Automático,109,7.7,2,Excelente,Cantabria,5,Gris,SUV,6415
954,Hyundai,i20,3,48870,Híbrido,Manual,143,6.2,1,Bueno,Extremadura,3,Gris,Familiar,5534
955,Hyundai,i20,9,130867,Híbrido,Automático,60,5.7,2,Excelente,Cataluña,3,Azul,Compacto,1500
956,Nissan,Qashqai,15,212568,Diésel,Automático,169,7.1,4,Excelente,Baleares,5,Plata,SUV,2621
957,Ford,Fiesta,8,117755,Diésel,Automático,94,6.4,5,Excelente,Andalucía,5,Negro,Familiar,5159
958,Ford,Fiesta,4,59825,Gasolina,Manual,97,8.4,2,Bueno,La Rioja,5,Rojo,Compacto,5729
959,SEAT,Ateca,5,79026,Gasolina,Manual,129,7.8,1,Excelente,Galicia,5,Negro,Familiar,8434
960,BMW,Serie 3,17,272144,Híbrido,Automático,98,5.6,2,Bueno,Murcia,3,Plata,Berlina,5575
961,Peugeot,3008,4,54784,Diésel,Manual,131,6.8,1,Bueno,Galicia,5,Negro,Monovolumen,6618
962,Kia,Ceed,12,177840,Eléctrico,Automático,91,6.8,3,Excelente,Castilla y León,3,Blanco,Familiar,3502
963,Kia,Sportage,4,58273,Gasolina,Manual,80,8.4,2,Excelente,Murcia,5,Rojo,Berlina,8514
964,Hyundai,Tucson,19,288211,Gasolina,Manual,93,7.6,4,Aceptable,Murcia,5,Blanco,SUV,1500
965,Opel,Corsa,20,293522,Gasolina,Automático,114,6.6,6,Bueno,País Vasco,5,Blanco,Berlina,1500
966,Hyundai,i20,12,168490,Híbrido,Manual,124,3.6,4,Excelente,Madrid,5,Negro,SUV,3066
967,Nissan,Micra,9,147117,Diésel,Manual,140,6.7,1,Bueno,País Vasco,5,Azul,Monovolumen,1500
968,Renault,Clio,16,234350,Diésel,Manual,71,6.3,4,Bueno,Castilla y León,3,Azul,Compacto,1500
969,Peugeot,208,3,41823,Diésel,Manual,128,5.6,1,Aceptable,Castilla y León,5,Negro,Familiar,7153
970,Volkswagen,Polo,14,202173,Gasolina,Automático,174,7.6,4,Aceptable,Asturias,5,Plata,Monovolumen,1500
971,Peugeot,308,18,272773,Diésel,Manual,112,7.0,4,Bueno,Aragón,5,Plata,Monovolumen,1500
972,Ford,Fiesta,19,291665,Eléctrico,Manual,94,6.2,1,Bueno,Cantabria,5,Rojo,Berlina,1500
973,Renault,Clio,6,84240,Diésel,Manual,106,5.5,2,Bueno,País Vasco,5,Blanco,Familiar,3393
974,Opel,Mokka,14,220520,Diésel,Manual,162,6.6,4,Bueno,Canarias,5,Negro,Monovolumen,1648
975,Mercedes,GLA,12,174776,Diésel,Manual,66,6.2,5,Bueno,Navarra,3,Negro,Compacto,4609
976,Audi,A3,12,175872,Híbrido,Manual,86,4.1,2,Aceptable,Castilla y León,5,Blanco,Berlina,4134
977,Dacia,Duster,10,156196,Gasolina,Automático,134,6.5,4,Bueno,Galicia,5,Rojo,Monovolumen,1500
978,Mercedes,Clase C,19,294528,Diésel,Manual,126,4.7,3,Excelente,País Vasco,3,Blanco,SUV,1880
979,Peugeot,3008,8,131698,Híbrido,Manual,122,6.4,1,Bueno,Extremadura,5,Gris,Monovolumen,6133
980,Toyota,C-HR,8,131474,Gasolina,Manual,137,5.6,2,Bueno,Baleares,3,Negro,Familiar,5313
981,Citroen,C3,15,226786,Gasolina,Manual,134,8.0,5,Bueno,Madrid,5,Negro,Berlina,2235
982,Kia,Rio,1,17034,Gasolina,Manual,112,5.8,1,Excelente,Cantabria,3,Rojo,Familiar,9475
983,Ford,Kuga,20,311245,Diésel,Manual,92,6.2,6,Excelente,Madrid,5,Plata,Compacto,1796
984,Volkswagen,Polo,13,182901,Diésel,Manual,110,7.0,2,Excelente,Madrid,5,Blanco,Monovolumen,1576
985,Nissan,Juke,18,265950,Gasolina,Manual,125,7.9,6,Aceptable,Aragón,5,Azul,Monovolumen,1500
986,Ford,Focus,19,292265,Diésel,Manual,141,6.5,6,Excelente,Cataluña,3,Gris,Monovolumen,1500
987,Peugeot,3008,7,110749,Gasolina,Automático,90,7.1,2,Excelente,Cantabria,3,Plata,Compacto,4221
988,Mercedes,Clase A,8,126977,Diésel,Automático,88,7.2,2,Bueno,Andalucía,5,Gris,Compacto,4680
989,Dacia,Sandero,1,15085,Gasolina,Manual,60,6.0,1,Aceptable,Galicia,3,Rojo,Compacto,8994
990,Nissan,Juke,15,233945,Diésel,Manual,159,5.2,6,Bueno,Navarra,5,Blanco,SUV,1500
991,Audi,Q3,9,137100,Híbrido,Automático,60,3.8,1,Bueno,Galicia,5,Negro,Compacto,2748
992,Nissan,Qashqai,8,115040,Gasolina,Automático,115,6.1,3,Bueno,Andalucía,5,Plata,Familiar,4416
993,Audi,A3,18,266246,Gasolina,Manual,119,7.1,1,Bueno,Baleares,5,Plata,Familiar,4248
994,Hyundai,Tucson,10,173832,Gasolina,Automático,107,8.6,1,Bueno,Baleares,5,Azul,Berlina,4506
995,BMW,Serie 3,18,269941,Diésel,Manual,101,5.8,3,Bueno,Castilla-La Mancha,5,Negro,Monovolumen,2264
996,Dacia,Sandero,14,206120,Eléctrico,Manual,141,4.2,2,Bueno,Galicia,5,Blanco,Monovolumen,2991
997,Dacia,Duster,16,234910,Gasolina,Manual,115,8.7,1,Aceptable,Murcia,5,Negro,Monovolumen,1500
998,Volkswagen,Polo,17,274529,Eléctrico,Automático,140,5.6,5,Bueno,Murcia,5,Plata,Familiar,2609
999,Peugeot,3008,2,30257,Gasolina,Automático,66,7.2,1,Excelente,Asturias,3,Negro,Berlina,16157
1000,Renault,Clio,2,36801,Híbrido,Manual,125,6.3,3,Bueno,Galicia,5,Plata,Berlina,7043
1001,Mercedes,Clase C,7,110621,Diésel,Manual,88,4.9,2,Bueno,Galicia,3,Plata,Compacto,7662
1002,Volkswagen,Polo,4,63272,Gasolina,Manual,146,6.1,1,Bueno,Extremadura,5,Gris,Familiar,5413
1003,Mercedes,GLA,13,199408,Gasolina,Manual,61,7.0,3,Bueno,Galicia,5,Azul,Compacto,2244
1004,Volkswagen,Polo,8,121442,Gasolina,Automático,109,6.0,1,Bueno,Valencia,5,Azul,Monovolumen,5423
1005,Skoda,Octavia,8,128086,Híbrido,Manual,218,4.5,1,Bueno,Castilla y León,5,Blanco,SUV,5301
1006,Renault,Megane,1,9238,Diésel,Manual,81,6.5,1,Bueno,Andalucía,3,Rojo,Berlina,10760
1007,SEAT,Arona,14,212207,Diésel,Manual,131,7.0,2,Excelente,Valencia,5,Rojo,Compacto,2854
1008,Volkswagen,Passat,19,278123,Gasolina,Manual,107,5.5,5,Excelente,Asturias,5,Azul,SUV,4551
1009,Toyota,Corolla,8,128550,Diésel,Automático,60,5.6,2,Bueno,Canarias,3,Negro,Compacto,6910
1010,SEAT,Ateca,5,80716,Diésel,Automático,137,6.1,1,Excelente,Extremadura,3,Plata,SUV,10593
1011,Renault,Captur,13,186360,Híbrido,Automático,110,6.8,5,Bueno,Aragón,5,Rojo,Berlina,2474
1012,Nissan,Micra,16,237998,Gasolina,Manual,122,8.1,5,Excelente,Cantabria,5,Rojo,Familiar,1500
1013,Renault,Clio,2,24893,Diésel,Manual,73,7.3,1,Excelente,Navarra,5,Blanco,Compacto,6129
1014,Skoda,Fabia,6,83393,Gasolina,Automático,78,8.5,2,Excelente,Asturias,5,Blanco,Berlina,4170
1015,Opel,Mokka,6,111335,Gasolina,Manual,132,8.1,2,Bueno,Extremadura,5,Negro,SUV,4835
1016,Peugeot,3008,5,76840,Gasolina,Automático,133,6.6,1,Bueno,Galicia,5,Rojo,Familiar,9543
1017,Nissan,Micra,18,269532,Diésel,Manual,150,5.6,1,Aceptable,Cataluña,5,Plata,SUV,1500
1018,Volkswagen,Polo,3,60296,Gasolina,Automático,159,8.3,2,Bueno,Cantabria,5,Negro,SUV,7636
1019,Kia,Sportage,18,264256,Gasolina,Manual,172,8.8,4,Aceptable,Extremadura,3,Negro,Monovolumen,2717
1020,Peugeot,308,7,102784,Gasolina,Manual,113,6.2,2,Bueno,Baleares,5,Plata,SUV,4128
1021,Skoda,Fabia,12,187962,Diésel,Manual,115,7.4,2,Excelente,Castilla y León,5,Blanco,Familiar,3291
1022,Kia,Ceed,9,141152,Diésel,Automático,96,6.5,1,Excelente,Madrid,5,Plata,Berlina,3868
1023,Hyundai,i30,12,176679,Diésel,Manual,60,5.9,6,Bueno,Valencia,5,Plata,Compacto,2415
1024,Citroen,C4,4,66963,Gasolina,Automático,162,7.6,1,Bueno,Valencia,5,Azul,Berlina,6491
1025,Nissan,Micra,15,242951,Gasolina,Automático,61,7.0,2,Bueno,Aragón,5,Azul,Familiar,3198
1026,Dacia,Duster,20,309099,Diésel,Automático,119,6.7,2,Excelente,Galicia,5,Plata,Berlina,1500
1027,Nissan,Qashqai,16,239551,Híbrido,Automático,136,5.0,3,Aceptable,Andalucía,5,Plata,Familiar,1955
1028,Hyundai,i30,4,58055,Diésel,Automático,131,6.2,3,Bueno,Andalucía,3,Plata,Berlina,4183
1029,Toyota,Corolla,3,47822,Diésel,Manual,121,5.2,1,Bueno,Castilla y León,5,Rojo,Berlina,8781
1030,SEAT,Arona,9,119727,Gasolina,Automático,149,8.1,4,Bueno,Andalucía,5,Plata,Monovolumen,1564
1031,Citroen,C4,7,102837,Gasolina,Automático,129,8.8,3,Bueno,La Rioja,3,Negro,Familiar,4896
1032,Citroen,C4,9,136889,Gasolina,Manual,106,6.9,2,Bueno,Navarra,5,Plata,Monovolumen,2342
1033,Hyundai,Tucson,11,172002,Diésel,Automático,113,7.4,3,Aceptable,Andalucía,3,Blanco,Compacto,2030
1034,Hyundai,i20,5,67526,Diésel,Manual,167,5.3,1,Excelente,Extremadura,5,Blanco,Monovolumen,5172
1035,Mercedes,Clase C,14,195002,Gasolina,Manual,124,6.2,5,Excelente,Baleares,5,Gris,Familiar,4892
1036,Citroen,C4,8,135978,Gasolina,Manual,85,6.2,3,Bueno,País Vasco,5,Gris,Berlina,1844
1037,Mercedes,Clase C,13,189400,Gasolina,Automático,74,6.2,4,Excelente,Galicia,5,Rojo,Compacto,6344
1038,Nissan,Micra,15,217165,Eléctrico,Automático,114,6.6,4,Bueno,Cantabria,3,Plata,Berlina,1500
1039,Kia,Ceed,2,33792,Gasolina,Automático,147,6.8,2,Aceptable,Aragón,5,Gris,Familiar,8473
1040,Opel,Astra,13,191177,Gasolina,Automático,128,8.3,4,Excelente,Cantabria,5,Plata,Monovolumen,1500
1041,Audi,A3,10,155793,Gasolina,Manual,85,6.6,4,Excelente,Galicia,3,Plata,Familiar,5156
1042,Renault,Captur,8,94231,Gasolina,Automático,139,7.2,1,Bueno,Asturias,3,Plata,Familiar,2025
1043,BMW,Serie 3,14,206244,Diésel,Manual,168,4.7,5,Bueno,Cataluña,5,Negro,Familiar,4381
1044,SEAT,Ibiza,17,238722,Diésel,Manual,70,5.9,3,Excelente,País Vasco,5,Blanco,Compacto,2810
1045,Renault,Megane,9,125491,Híbrido,Manual,129,5.5,4,Bueno,Madrid,5,Azul,Compacto,2652
1046,Renault,Clio,7,103652,Gasolina,Manual,145,8.3,2,Bueno,Aragón,5,Negro,Familiar,3684
1047,Volkswagen,Golf,10,143932,Eléctrico,Manual,118,5.0,5,Bueno,Madrid,3,Plata,Monovolumen,4588
1048,Audi,A1,14,229411,Diésel,Manual,115,8.2,6,Bueno,Galicia,5,Gris,Monovolumen,1570
1049,Peugeot,208,20,301132,Gasolina,Manual,151,7.9,6,Bueno,Baleares,3,Blanco,Berlina,1500
1050,Dacia,Duster,6,90112,Diésel,Manual,144,6.0,2,Aceptable,Castilla y León,5,Negro,Monovolumen,4651
1051,Audi,Q3,17,271214,Diésel,Automático,181,5.6,2,Excelente,Castilla y León,5,Azul,SUV,2832
1052,Hyundai,i30,7,106285,Diésel,Manual,146,5.7,6,Bueno,Cantabria,5,Rojo,SUV,6388
1053,Dacia,Duster,18,265668,Gasolina,Automático,110,6.4,2,Bueno,Murcia,5,Plata,Monovolumen,1500
1054,Dacia,Duster,20,293169,Gasolina,Automático,113,7.8,1,Bueno,Asturias,5,Negro,Familiar,1500
1055,Dacia,Duster,16,224661,Diésel,Manual,93,6.8,3,Bueno,La Rioja,5,Rojo,SUV,1500
1056,Nissan,Qashqai,3,50753,Gasolina,Manual,155,7.1,3,Bueno,Andalucía,5,Plata,Berlina,10113
1057,Renault,Captur,7,120869,Diésel,Manual,130,6.8,2,Excelente,Cataluña,5,Azul,SUV,5836
1058,Volkswagen,Tiguan,7,102400,Gasolina,Manual,128,7.5,2,Bueno,Cantabria,5,Blanco,Monovolumen,3393
1059,Mercedes,Clase A,2,31463,Eléctrico,Automático,109,4.1,4,Excelente,Cantabria,3,Rojo,SUV,22015
1060,Volkswagen,Tiguan,20,298606,Gasolina,Manual,172,8.5,1,Bueno,País Vasco,5,Gris,Familiar,1647
1061,Kia,Ceed,3,44928,Diésel,Manual,60,5.6,3,Bueno,Extremadura,5,Plata,Compacto,8178
1062,Peugeot,308,1,14820,Gasolina,Manual,101,6.1,1,Excelente,La Rioja,5,Plata,Compacto,13577
1063,Hyundai,i20,15,225977,Gasolina,Automático,119,6.5,3,Bueno,Madrid,5,Blanco,SUV,1500
1064,Audi,A1,17,251346,Gasolina,Manual,138,7.6,3,Bueno,Cantabria,5,Negro,SUV,1500
1065,Ford,Kuga,6,81598,Gasolina,Manual,85,6.8,2,Bueno,Murcia,5,Plata,Berlina,4016
1066,Peugeot,3008,4,71725,Gasolina,Manual,110,6.2,1,Aceptable,La Rioja,5,Azul,Familiar,5624
1067,BMW,Serie 1,12,178792,Diésel,Automático,110,6.6,3,Bueno,Castilla-La Mancha,5,Plata,SUV,4068
1068,Toyota,C-HR,18,267088,Gasolina,Manual,140,7.3,6,Excelente,Castilla y León,5,Azul,Berlina,1500
1069,Toyota,Corolla,17,254707,Gasolina,Automático,86,7.2,3,Bueno,La Rioja,5,Gris,Monovolumen,3374
1070,Citroen,C5 Aircross,16,236389,Híbrido,Manual,84,4.8,3,Excelente,Asturias,5,Azul,Berlina,1500
1071,Toyota,Corolla,14,205977,Gasolina,Manual,159,8.2,4,Aceptable,Andalucía,3,Blanco,SUV,3516
1072,Peugeot,208,20,295063,Híbrido,Manual,60,6.0,5,Bueno,Canarias,5,Gris,Compacto,2346
1073,Peugeot,3008,18,285852,Gasolina,Manual,118,8.2,6,Bueno,Canarias,5,Azul,Familiar,2151
1074,Audi,A4,17,252498,Gasolina,Manual,110,7.0,3,Excelente,Castilla y León,5,Rojo,Familiar,3980
1075,Audi,Q3,4,63513,Gasolina,Manual,130,8.2,1,Aceptable,Castilla-La Mancha,3,Blanco,Berlina,7932
1076,Audi,A3,18,270352,Diésel,Manual,84,7.6,4,Bueno,Cantabria,5,Blanco,Monovolumen,2840
1077,BMW,X1,12,186529,Diésel,Manual,83,7.3,1,Bueno,Navarra,5,Gris,Berlina,4057
1078,SEAT,Ibiza,15,230373,Diésel,Automático,87,7.0,6,Bueno,Castilla-La Mancha,3,Plata,Familiar,1500
1079,Renault,Clio,15,218833,Gasolina,Manual,115,6.5,1,Bueno,Murcia,5,Negro,Compacto,1500
1080,Audi,A1,15,215926,Diésel,Automático,155,5.1,2,Bueno,Baleares,5,Azul,Monovolumen,2680
1081,BMW,Serie 3,17,243757,Gasolina,Manual,134,6.2,4,Bueno,Canarias,5,Negro,SUV,3834
1082,Peugeot,208,11,152889,Híbrido,Manual,145,6.9,6,Bueno,País Vasco,5,Gris,Familiar,5754
1083,Dacia,Duster,20,298164,Híbrido,Manual,159,5.8,3,Aceptable,Baleares,3,Plata,SUV,1651
1084,SEAT,León,7,113379,Híbrido,Manual,86,4.8,1,Bueno,Madrid,5,Plata,Berlina,5564
1085,Hyundai,i30,14,205065,Diésel,Manual,96,6.0,4,Bueno,País Vasco,5,Plata,Familiar,1964
1086,Citroen,C5 Aircross,15,216936,Gasolina,Manual,138,7.5,4,Bueno,Murcia,5,Gris,SUV,1674
1087,Mercedes,Clase A,19,284237,Diésel,Automático,173,4.7,6,Excelente,Extremadura,5,Gris,Monovolumen,2422
1088,Mercedes,Clase A,20,306615,Diésel,Manual,92,6.5,2,Bueno,Canarias,5,Rojo,Familiar,1500
1089,Opel,Astra,5,70871,Gasolina,Automático,133,5.0,2,Bueno,Castilla y León,5,Rojo,Compacto,5537
1090,Peugeot,208,5,78184,Gasolina,Manual,121,7.1,1,Excelente,Galicia,5,Gris,Compacto,5419
1091,Ford,Focus,12,167749,Gasolina,Automático,149,7.3,1,Bueno,Valencia,5,Blanco,Familiar,1500
1092,Skoda,Octavia,13,202390,Híbrido,Manual,166,5.4,4,Bueno,Andalucía,5,Gris,Familiar,1500
1093,Mercedes,Clase A,2,31411,Gasolina,Automático,141,7.1,1,Excelente,Castilla y León,5,Azul,Monovolumen,14014
1094,Toyota,Corolla,11,173127,Gasolina,Manual,119,6.0,2,Bueno,Cantabria,5,Azul,Familiar,1500
1095,Peugeot,208,4,49999,Gasolina,Manual,139,6.2,1,Bueno,Murcia,5,Azul,SUV,4314
1096,Citroen,C3,3,44736,Gasolina,Automático,67,8.3,1,Bueno,Navarra,5,Rojo,Compacto,7214
1097,Dacia,Sandero,1,30430,Diésel,Manual,131,7.4,1,Excelente,Cantabria,3,Plata,SUV,10650
1098,SEAT,Ateca,4,62736,Diésel,Manual,127,5.3,4,Bueno,Andalucía,5,Blanco,Compacto,6092
1099,Mercedes,GLA,5,73877,Diésel,Automático,66,7.5,1,Bueno,Canarias,5,Blanco,Compacto,9134
1100,Toyota,C-HR,16,234200,Diésel,Automático,87,5.6,3,Excelente,Galicia,5,Gris,Berlina,3101
1101,SEAT,Ateca,1,5000,Diésel,Manual,60,6.5,1,Excelente,Andalucía,5,Negro,Compacto,18944
1102,Toyota,Yaris,5,69878,Gasolina,Manual,167,6.6,2,Excelente,Andalucía,5,Azul,Familiar,3978
1103,Opel,Corsa,3,42940,Gasolina,Manual,128,6.7,1,Aceptable,Andalucía,5,Plata,Familiar,5731
1104,SEAT,León,16,249513,Híbrido,Manual,126,5.5,4,Bueno,Castilla y León,5,Gris,Berlina,3900
1105,Mercedes,GLA,17,258370,Eléctrico,Manual,150,5.6,2,Bueno,Andalucía,5,Azul,SUV,4607
1106,Ford,Focus,11,176575,Diésel,Manual,63,5.2,2,Bueno,Cataluña,5,Plata,Compacto,1500
1107,Citroen,C3,9,126320,Eléctrico,Manual,120,5.0,2,Bueno,Aragón,5,Rojo,Familiar,3301
1108,Toyota,Corolla,4,56996,Gasolina,Manual,108,7.4,1,Bueno,La Rioja,5,Negro,Berlina,3228
1109,Audi,A4,8,132040,Gasolina,Automático,102,7.3,2,Bueno,Baleares,5,Negro,Familiar,8523
1110,Audi,A3,10,146045,Diésel,Manual,113,6.6,3,Bueno,Cantabria,3,Blanco,Monovolumen,2924
1111,Opel,Corsa,17,256973,Diésel,Manual,162,5.8,1,Bueno,Castilla-La Mancha,5,Plata,Familiar,1500
1112,BMW,Serie 1,15,230695,Diésel,Manual,105,6.3,3,Aceptable,Cataluña,5,Blanco,Familiar,4153
1113,Volkswagen,Golf,6,94829,Diésel,Manual,82,6.5,2,Aceptable,La Rioja,3,Azul,Compacto,3845
1114,Kia,Ceed,2,37562,Diésel,Manual,116,5.0,1,Bueno,Navarra,5,Plata,Familiar,11300
1115,Opel,Astra,4,68829,Híbrido,Manual,120,5.4,2,Excelente,Andalucía,5,Negro,Monovolumen,7722
1116,SEAT,Arona,7,92818,Diésel,Automático,137,6.7,3,Excelente,Canarias,5,Negro,SUV,7396
1117,Skoda,Karoq,9,130417,Gasolina,Automático,137,5.6,3,Bueno,Extremadura,5,Azul,Berlina,3632
1118,Renault,Captur,18,269128,Gasolina,Manual,60,6.0,4,Excelente,Castilla-La Mancha,3,Rojo,Compacto,1588
1119,Nissan,Qashqai,13,202954,Híbrido,Manual,152,5.1,1,Bueno,Asturias,3,Negro,SUV,4418
1120,Mercedes,Clase A,3,48277,Diésel,Automático,115,7.7,3,Bueno,Cantabria,5,Rojo,Monovolumen,9496
1121,Peugeot,3008,5,83253,Híbrido,Automático,60,5.9,2,Excelente,Murcia,5,Gris,Compacto,9622
1122,Volkswagen,Polo,14,208436,Diésel,Automático,93,6.5,3,Excelente,Valencia,5,Rojo,Compacto,1500
1123,Volkswagen,Tiguan,18,276027,Híbrido,Manual,133,6.0,5,Aceptable,Baleares,5,Gris,Monovolumen,1500
1124,Volkswagen,Golf,19,295896,Diésel,Manual,120,8.3,6,Bueno,Navarra,5,Negro,SUV,1500
1125,SEAT,Ibiza,20,298164,Diésel,Automático,133,6.5,1,Bueno,Cantabria,5,Plata,Monovolumen,1500
1126,SEAT,Ateca,19,282242,Gasolina,Manual,110,7.3,6,Bueno,Murcia,5,Blanco,Berlina,1500
1127,Citroen,C3,1,20133,Eléctrico,Manual,157,6.0,3,Bueno,Cataluña,5,Blanco,Berlina,12576
1128,SEAT,León,7,100741,Diésel,Automático,147,7.1,2,Bueno,Madrid,5,Negro,Monovolumen,6082
1129,Volkswagen,Golf,19,295513,Gasolina,Manual,97,6.4,6,Bueno,Castilla-La Mancha,5,Negro,Compacto,2474
1130,Kia,Sportage,17,261567,Diésel,Manual,107,6.8,4,Excelente,Asturias,5,Negro,Monovolumen,2471
1131,Citroen,C5 Aircross,11,161911,Híbrido,Automático,155,5.6,2,Aceptable,Castilla-La Mancha,5,Gris,SUV,6074
1132,Nissan,Juke,3,53584,Diésel,Manual,135,5.8,1,Bueno,Baleares,5,Negro,Familiar,6602
1133,Ford,Kuga,13,196550,Gasolina,Manual,75,7.8,2,Bueno,Galicia,3,Negro,Compacto,2176
1134,Citroen,C5 Aircross,6,79276,Eléctrico,Manual,72,5.6,1,Bueno,Cantabria,5,Blanco,Compacto,3239
1135,Volkswagen,Tiguan,1,8632,Gasolina,Manual,134,7.1,2,Bueno,Cataluña,5,Azul,Familiar,18700
1136,Opel,Mokka,7,89215,Diésel,Manual,104,7.1,2,Bueno,Asturias,5,Rojo,Compacto,4294
1137,Nissan,Micra,2,26410,Gasolina,Manual,135,7.7,1,Bueno,Murcia,5,Plata,Monovolumen,8398
1138,Volkswagen,Golf,3,52700,Gasolina,Automático,159,7.2,1,Aceptable,Extremadura,5,Plata,SUV,8816
1139,Audi,A3,8,126552,Diésel,Automático,112,7.4,1,Excelente,Madrid,5,Plata,Berlina,6992
1140,Audi,A1,13,200135,Diésel,Manual,123,6.7,3,Bueno,País Vasco,5,Plata,Monovolumen,1500
1141,Audi,A1,17,254496,Gasolina,Manual,118,7.7,3,Bueno,Extremadura,5,Azul,SUV,1659
1142,SEAT,Ateca,19,279794,Eléctrico,Manual,121,7.1,4,Excelente,Cataluña,5,Blanco,Monovolumen,1941
1143,Audi,A4,18,259888,Gasolina,Manual,154,6.6,5,Bueno,Baleares,3,Plata,SUV,1982
1144,Opel,Corsa,1,9506,Diésel,Manual,67,7.5,2,Excelente,Canarias,5,Rojo,Compacto,9248
1145,Nissan,Qashqai,3,57214,Diésel,Manual,177,8.8,2,Aceptable,Madrid,5,Gris,SUV,7432
1146,Volkswagen,Polo,9,137377,Gasolina,Manual,68,7.1,2,Bueno,Castilla-La Mancha,5,Rojo,Compacto,1979
1147,Dacia,Duster,18,271132,Diésel,Automático,121,7.4,5,Excelente,Asturias,5,Azul,Berlina,1500
1148,Dacia,Duster,11,149516,Diésel,Manual,66,7.6,4,Bueno,Galicia,5,Blanco,Compacto,1636
1149,Peugeot,3008,14,205484,Híbrido,Manual,98,4.7,3,Bueno,Asturias,5,Azul,Monovolumen,2183
1150,Volkswagen,Polo,8,130040,Diésel,Manual,97,6.9,4,Aceptable,Castilla-La Mancha,5,Rojo,Compacto,3016
1151,Hyundai,Tucson,17,252802,Híbrido,Manual,68,4.9,4,Bueno,Canarias,5,Gris,Compacto,3011
1152,Audi,A3,2,32393,Gasolina,Manual,128,7.8,1,Bueno,Asturias,5,Gris,Berlina,18342
1153,Peugeot,3008,13,191925,Gasolina,Automático,117,8.4,2,Bueno,Asturias,5,Blanco,Familiar,3387
1154,Dacia,Duster,1,13602,Gasolina,Automático,144,7.0,1,Bueno,Galicia,5,Negro,Berlina,11039
1155,Hyundai,Tucson,2,41963,Diésel,Manual,122,4.9,1,Bueno,Andalucía,3,Azul,SUV,12914
1156,Ford,Kuga,5,75708,Diésel,Automático,97,6.1,4,Aceptable,Madrid,3,Azul,Berlina,4375
1157,Audi,Q3,17,243675,Gasolina,Manual,154,7.0,3,Excelente,Aragón,5,Negro,Familiar,1500
1158,Kia,Sportage,9,134670,Gasolina,Manual,163,7.3,3,Bueno,Andalucía,5,Gris,Berlina,3549
1159,Peugeot,3008,19,280526,Gasolina,Automático,118,8.0,5,Aceptable,Extremadura,5,Azul,Familiar,1500
1160,Mercedes,Clase C,16,240639,Diésel,Automático,138,5.7,3,Aceptable,Canarias,3,Blanco,Monovolumen,4009
1161,Dacia,Duster,8,119417,Gasolina,Manual,177,7.4,1,Bueno,Andalucía,5,Azul,Monovolumen,1500
1162,Nissan,Qashqai,2,33673,Diésel,Manual,122,6.2,3,Bueno,Murcia,5,Azul,Monovolumen,10939
1163,Nissan,Qashqai,16,244884,Gasolina,Automático,77,6.8,1,Bueno,País Vasco,5,Rojo,Berlina,2468
1164,Nissan,Qashqai,9,137615,Gasolina,Manual,109,8.5,1,Bueno,Castilla-La Mancha,5,Gris,SUV,6872
1165,Audi,A1,13,201399,Diésel,Manual,108,7.8,6,Bueno,Canarias,5,Blanco,Berlina,1500
